person,current_company,past_company1,past_company2,past_company3,education,linkedin_group1,linkedin_group2,linkedin_group3,hobby1,hobby2,hobby3
Vickie Scali,Audi,TigerGraph,BMW,Skoda,Hochschule Macromedia,Kubernetes,TigerGraph,Big Data,Aeromodeling,,
Pauletta Feger,Lexus,Porsche,TigerGraph,,Munich Business School,Analytics,,,Darts,Meditation,Horse riding
Olin Rulli,Audi,,,,Fachhochschule Dortmund,Cloud,NoSQL,,Kite Boarding,,
Tawna Visick,Seat,Volkswagen,BMW,Tesla,Fachhochschule Aachen,Airline,Automotive,Retail,Chess,,
Ngoc Koscielak,Tesla,Microsoft,,,Technische Universität Darmstadt,Cloud,,,Darts,Electronics,Painting
Gena Zanella,Skoda,,,,Philipps-Universität Marburg,Industry trends,Security,,Astronomy,,
Bulah Schelp,Microsoft,,,,Universität Regensburg,NoSQL,Industry trends,Analytics,Relaxing,Robotics,TV watching
Dorian Hoit,Seat,Porsche,BMW,Mercedes,Universität Augsburg,NoSQL,Cloud,,Cooking,Sailing,
Loraine Wegner,Toyota,Audi,Seat,Mercedes,Goethe-Universität Frankfurt am Main,Cloud,Graph Databases,Security,Fishing,Traveling,
Georgianna Beaugard,Mercedes,Skoda,Microsoft,Tesla,Friedrich-Alexander-Universität Erlangen-Nürnberg,TigerGraph,Automotive,,Playing music,,
Nidia Olvedo,Porsche,BMW,Tesla,,Hochschule Rosenheim,Future trends,,,Motorcycles,Golf,
Hubert Sterk,Opel,,,,Heinrich-Heine-Universität Düsseldorf,NoSQL,Industry trends,Automotive,Hiking,Bicycling,
Magdalena Palomin,Tesla,Audi,Porsche,Microsoft,FernUniversität in Hagen,Security,,,Electronics,Kayaking,Calligraphy
Hans Huneycutt,Tesla,Audi,Opel,Mercedes,Universität Freiburg,NoSQL,,,Badminton,,
Vivienne Pando,Opel,BMW,,,Universität Passau,Automotive,,,Couch potatoing,,
Adrian Capilla,Seat,Porsche,Volkswagen,BMW,Universität Konstanz,Retail,,,Hiking,Martial Arts,Stamp Collecting
Jina Roskowinski,Toyota,TigerGraph,,,Universität Leipzig,Kubernetes,,,Paragliding,Skiing,Scuba Diving
Sung Zanotti,Toyota,Opel,Seat,,Universität zu Köln,Cloud,,,Meditation,Rafting,
Devora Rzeczycki,Volkswagen,BMW,,,Universität Hamburg,Airline,,,Hiking,Robotics,
Lila Pisula,Porsche,Mercedes,,,Johannes Gutenberg-Universität Mainz,Future trends,,,Geocaching,Calligraphy,
Elbert Sansalone,Mercedes,Seat,Microsoft,Tesla,Universität Leipzig,NoSQL,GSQL,,Brewing Beer,TV watching,
Andrea Demonbreun,Lexus,,,,Technische Universität Darmstadt,Airline,,,Train Spotting,Bicycling,
Melda Cavallario,Seat,,,,Universität Hamburg,Cloud,Graph Databases,,Astronomy,,
Gayle Kiltz,BMW,,,,Hochschule Rosenheim,Kubernetes,,,Photography,,
Royal Folio,Mercedes,Lexus,Microsoft,,Technische Universität Darmstadt,Graph Databases,Future trends,Security,Photography,Motorcycles,Bicycling
Rochell Croft,Seat,Tesla,,,Hochschule Rosenheim,Big Data,TigerGraph,Graph Databases,Kite Boarding,Tennis,
Daphine Kulbida,Skoda,,,,Universität Passau,Big Data,,,Photography,,
Walter Tabatt,Volkswagen,,,,Universität zu Lübeck,TigerGraph,Automotive,,Skiing,,
Kenisha Hacker,Lexus,Microsoft,,,Technische Hochschule Mittelhessen,NoSQL,AI,,Golf,Scuba Diving,
Elmer Garrean,Toyota,Audi,Tesla,,Universität Hamburg,Retail,,,Marathon,Robotics,Traveling
Arielle Betenbaugh,Toyota,Porsche,Mercedes,Microsoft,Universität Konstanz,Kubernetes,Industry trends,,Paragliding,Snowboarding,Horse riding
Garth Dones,Toyota,Audi,Lexus,,Universität der Bundeswehr München,Kubernetes,,,Chilling,Relaxing,Painting
Hanh Wasmer,Tesla,,,,Universität Freiburg,AI,GSQL,,Snowboarding,Sailing,
Bianca Jamieson,Seat,,,,Hochschule der Bundesagentur für Arbeit,Industry trends,Airline,GSQL,Scuba Diving,,
Becki Dastoli,TigerGraph,Mercedes,,,Heinrich-Heine-Universität Düsseldorf,Analytics,Graph Databases,NoSQL,Dancing,,
Mercedez Cuttitta,Toyota,Seat,Lexus,BMW,Hochschule Fresenius,Kubernetes,Airline,Automotive,Train Spotting,Badminton,
Roselia Dunemann,Lexus,Skoda,,,Hochschule Rosenheim,Kubernetes,Industry trends,Graph Databases,Relaxing,,
Annelle Enfort,Audi,Skoda,Microsoft,,Hochschule Neu-Ulm,Future trends,,,Darts,Aeromodeling,Paragliding
Jen Gallien,Opel,Tesla,,,Universität der Bundeswehr München,AI,Industry trends,Kubernetes,Darts,Kite Boarding,Brewing Beer
Jami Tedesko,Toyota,Opel,Porsche,,Hochschule für angewandte Wissenschaften München,Airline,,,Geocaching,,
Jonathon Ratsep,Audi,Seat,BMW,Tesla,Universität Stuttgart,Industry trends,Automotive,,Train Spotting,Reading,
Willene Bujarski,Seat,TigerGraph,,,Hochschule Esslingen,Graph Databases,TigerGraph,Big Data,Skateboarding,Scuba Diving,Rafting
Jeanice Oakland,BMW,,,,Universität zu Köln,Industry trends,,,Cooking,,
Harris Newsum,Audi,BMW,Tesla,,Beuth Hochschule für Technik Berlin,NoSQL,Big Data,GSQL,Tennis,,
Max Amar,Skoda,,,,Universität Konstanz,Industry trends,,,Fishing,Astronomy,
Delorse Reavish,Toyota,Microsoft,,,Universität Ulm,Analytics,AI,Cloud,Electronics,Parachuting,
Migdalia Huseth,Audi,Skoda,Tesla,,Frankfurt University of Applied Sciences,Cloud,,,Relaxing,Robotics,
Pedro Zazula,Toyota,Audi,Porsche,Volkswagen,Hochschule Esslingen,Graph Databases,TigerGraph,,Calligraphy,,
Jayna Bastow,Toyota,Porsche,Volkswagen,,Universität München,NoSQL,Graph Databases,Security,Car Racing,,
Mallie Fuerbringer,Opel,Lexus,TigerGraph,BMW,Universität Regensburg,Kubernetes,Security,Automotive,Couch potatoing,,
Nga Poullion,Toyota,Skoda,Volkswagen,BMW,Goethe-Universität Frankfurt am Main,NoSQL,Big Data,Future trends,Dancing,,
Gladys Tesseyman,Porsche,Volkswagen,Tesla,,Technische Universität Darmstadt,NoSQL,Retail,GSQL,Cooking,,
Anisa Alm,Opel,TigerGraph,Skoda,Mercedes,Universität Stuttgart,AI,,,Train Spotting,,
Galen Guilliams,Seat,,,,Universität München,Graph Databases,TigerGraph,,Darts,Golf,Skiing
Stephine Lagatella,Mercedes,Volkswagen,BMW,Microsoft,Universität der Bundeswehr München,Big Data,Graph Databases,,Baseball,Skateboarding,Robotics
Jaye Mitsch,Audi,Porsche,Volkswagen,Tesla,Universität Hamburg,NoSQL,Big Data,GSQL,Cooking,Stamp Collecting,Kayaking
Jerrold Radabaugh,Toyota,Mercedes,Microsoft,,Universität Erfurt,AI,,,Mountain Biking,Martial Arts,Stamp Collecting
Liberty Rife,Lexus,,,,Universität München,AI,Security,,Dancing,,
Hunter Steidinger,Skoda,Mercedes,,,Universität Augsburg,Big Data,Retail,,Meditation,Basketball,Calligraphy
Jule Bryd,Audi,Skoda,Microsoft,,Leibniz-Fachhochschule,Cloud,,,Photography,,
Julio Hammerlund,Opel,,,,Hochschule Landshut,Big Data,Future trends,,Golf,,
Katherin Cuffari,Audi,Skoda,,,Universität Freiburg,TigerGraph,,,Electronics,Skateboarding,Chess
Cira Skyers,Tesla,Microsoft,,,Goethe-Universität Frankfurt am Main,Cloud,Big Data,NoSQL,Train Spotting,Scuba Diving,Stamp Collecting
Krysta Brenda,Toyota,Volkswagen,,,Universität Stuttgart,Cloud,Retail,,Basketball,Tennis,Marathon
Adrien Saleeby,Seat,TigerGraph,Skoda,,Hochschule Esslingen,Kubernetes,Industry trends,,Geocaching,,
Shelton Salloum,Lexus,BMW,Mercedes,,Technische Universität Braunschweig,Analytics,,,Relaxing,Skateboarding,Playing music
Berry Norem,Microsoft,,,,Hochschule Fresenius,Graph Databases,Industry trends,Future trends,Bicycling,Astronomy,
Anh Rias,Lexus,Volkswagen,,,Philipps-Universität Marburg,NoSQL,Analytics,,Fishing,Cooking,Tennis
Katrice Dunnaville,Toyota,Lexus,Porsche,,Universität Passau,Cloud,Airline,Security,Brewing Beer,,
Khadijah Chmura,Skoda,Microsoft,,,Hochschule für angewandte Wissenschaften München,GSQL,,,Darts,Kite Boarding,Bicycling
Demetra Flori,TigerGraph,Volkswagen,BMW,,Munich Business School,Industry trends,GSQL,,Astronomy,Hunting,Kayaking
Suzy Rutigliano,Volkswagen,Microsoft,Mercedes,,Universität Leipzig,Analytics,Industry trends,Future trends,Motorcycles,Reading,
Ivory Harrier,TigerGraph,Audi,Volkswagen,Skoda,Hochschule Macromedia,Cloud,,,Train Spotting,Bicycling,
Aileen Lucio,Audi,TigerGraph,Microsoft,,Hochschule für angewandte Wissenschaften München,Kubernetes,,,Car Racing,Golf,Robotics
Kristofer Mike,Opel,Volkswagen,TigerGraph,,Universität Freiburg,Cloud,,,Darts,Brewing Beer,
Nelda Schwanbeck,Mercedes,Opel,Volkswagen,Microsoft,Technische Hochschule Mittelhessen,Security,Automotive,,Martial Arts,Traveling,
Madie Jump,Audi,Microsoft,,,Fachhochschule Dortmund,Cloud,Industry trends,,Fishing,Tennis,Marathon
Bess Ruffel,Toyota,BMW,Microsoft,,Zeppelin University,AI,Kubernetes,Security,Skateboarding,Playing music,
Camila Erker,Lexus,Microsoft,,,Hochschule Landshut,Big Data,Kubernetes,Retail,Paragliding,Snowboarding,
Vance Neonakis,Toyota,Audi,Skoda,,Hochschule der Bundesagentur für Arbeit,Cloud,Kubernetes,Security,Martial Arts,,
David Parayno,Lexus,TigerGraph,Mercedes,,Universität Ulm,Analytics,,,Chess,,
Pierre Meneely,BMW,Opel,Skoda,Microsoft,Universität Konstanz,Cloud,Graph Databases,GSQL,Scuba Diving,Playing music,
Jude Crose,TigerGraph,,,,Universität Ulm,Future trends,Automotive,,Fishing,Motorcycles,TV watching
Natalia Simone,Opel,Microsoft,,,Universität Leipzig,Big Data,TigerGraph,,Aeromodeling,,
Lavette Michela,Toyota,Porsche,,,Universität München,Kubernetes,Automotive,Big Data,Football,Basketball,
Violet Hofstra,TigerGraph,Skoda,,,Johannes Gutenberg-Universität Mainz,Graph Databases,,,Brewing Beer,Tennis,Running
Mable Lundie,BMW,TigerGraph,Porsche,Skoda,Universität Augsburg,Industry trends,GSQL,,Baseball,Bicycling,Dancing
Kyong Hadian,Audi,Opel,Microsoft,,Technische Universität Berlin,Kubernetes,,,Martial Arts,Tennis,Robotics
Vernita Gonzelez,Porsche,,,,Hochschule Macromedia,NoSQL,Industry trends,,Chilling,Photography,Rafting
Lizeth Dawsey,Opel,Volkswagen,,,Hochschule Esslingen,Airline,,,Tennis,Car Racing,
Marylyn Sporleder,Toyota,Seat,Skoda,,Universität Hamburg,Security,,,Fishing,Geocaching,Calligraphy
Kaleigh Vanboerum,Seat,Volkswagen,Porsche,Mercedes,Technische Universität Darmstadt,GSQL,,,Motorcycles,Cooking,
Hildegarde Mikowski,Audi,,,,Universität der Bundeswehr München,Big Data,,,Hiking,Kite Boarding,
Lawana Show,Toyota,Audi,Skoda,Seat,Universität Erfurt,NoSQL,Kubernetes,Big Data,Basketball,Playing music,Calligraphy
Larisa Rocchi,Porsche,Volkswagen,Skoda,,Hochschule Landshut,Industry trends,GSQL,,Skiing,Bicycling,Parachuting
Twanda Utvik,BMW,,,,Universität Würzburg,Graph Databases,Airline,Automotive,Running,,
Lynette Gowdy,Toyota,Audi,Mercedes,,Universität Leipzig,Big Data,Airline,Security,Running,Chess,Scuba Diving
Marlene Miessner,BMW,Skoda,,,Universität Passau,NoSQL,Graph Databases,Automotive,Badminton,,
Josefine Pasho,Audi,Skoda,,,Universität zu Lübeck,TigerGraph,,,Motorcycles,Baseball,
Agustina Hougham,Seat,Porsche,Tesla,,Hochschule der Bundesagentur für Arbeit,Industry trends,Retail,,Brewing Beer,Marathon,
Indira Prudente,Porsche,Microsoft,,,Zeppelin University,Retail,,,Cooking,Skateboarding,
Hassan Garry,Seat,Opel,Skoda,,Universität Passau,Big Data,Airline,Retail,Running,Bowling,Train Spotting
Muriel Beras,Toyota,Opel,TigerGraph,,Hochschule der Bundesagentur für Arbeit,Retail,,,Skiing,Parachuting,
Sung Coday,Audi,Porsche,,,Universität Regensburg,NoSQL,Big Data,Automotive,Badminton,,
Laronda Genous,Toyota,Volkswagen,Skoda,,Johannes Gutenberg-Universität Mainz,Retail,,,Football,Sailing,Car Racing
Hayden Dimon,Toyota,Audi,Lexus,Seat,Hochschule für angewandte Wissenschaften München,Industry trends,GSQL,,Motorcycles,,
Cristal Lade,Seat,BMW,,,Universität Würzburg,Security,GSQL,,Geocaching,Gardening,Astronomy
Bryon Merl,Mercedes,Microsoft,,,Universität Augsburg,NoSQL,Graph Databases,Future trends,Car Racing,,
Christinia Mavris,Toyota,Tesla,,,Universität Stuttgart,Airline,Future trends,Automotive,Cooking,,
Lee Richner,Skoda,Mercedes,,,Universität Freiburg,Kubernetes,Security,GSQL,Rafting,,
Lavona Ogasawara,Audi,Lexus,Skoda,Mercedes,Munich Business School,Cloud,,,Running,,
Wilford Sutera,Audi,Lexus,,,Technische Universität Darmstadt,Cloud,Kubernetes,TigerGraph,Traveling,,
Rocky Pagoda,Toyota,Microsoft,,,Brand Academy - Hochschule für Design und Kommunikation,TigerGraph,,,Fencing,Rafting,
Niesha Chuong,Audi,Lexus,Porsche,Microsoft,Universität Ulm,Retail,,,Motorcycles,Sailing,TV watching
Jesusa Reynoso,BMW,Microsoft,,,Leibniz-Fachhochschule,NoSQL,Kubernetes,Security,Bicycling,Aeromodeling,Playing music
Larry Jupin,Toyota,TigerGraph,Microsoft,,Beuth Hochschule für Technik Berlin,Graph Databases,Retail,,Traveling,,
Kendall Negron,Porsche,Tesla,,,Munich Business School,AI,Security,,Chilling,Cooking,Marathon
Romeo Velasques,Toyota,Porsche,Volkswagen,,Universität zu Köln,Analytics,Retail,,Astronomy,,
Nannie Gorence,TigerGraph,Skoda,,,Hochschule Rosenheim,Cloud,,,Tennis,,
Letha Jungwirth,Lexus,BMW,,,FernUniversität in Hagen,Industry trends,Automotive,,Car Racing,,
Eugena Einhorn,Skoda,,,,Universität Ulm,GSQL,,,Chilling,Sailing,
Onie Papich,Opel,Mercedes,,,Frankfurt University of Applied Sciences,Security,,,Skiing,,
Emery Volante,Volkswagen,TigerGraph,,,Technische Universität Kaiserslautern,AI,Industry trends,Retail,Meditation,,
Angelo Filip,BMW,Tesla,Skoda,Mercedes,Heinrich-Heine-Universität Düsseldorf,NoSQL,AI,Automotive,Baseball,Rafting,
Gwyneth Leuthauser,BMW,,,,Universität Augsburg,Cloud,,,Darts,Aeromodeling,
Mindy Bolding,Opel,Porsche,Skoda,Tesla,Universität Passau,AI,Retail,,Photography,Martial Arts,Motorcycles
Mertie Chizek,Toyota,Mercedes,Seat,Tesla,Universität der Bundeswehr München,Big Data,Airline,,Scuba Diving,TV watching,
Daryl Bowlds,Lexus,TigerGraph,,,Fachhochschule Aachen,Airline,,,Motorcycles,Astronomy,Hunting
Aretha Lira,Volkswagen,,,,Technische Hochschule Mittelhessen,AI,,,Painting,Chess,Marathon
Lorriane Peterman,Seat,BMW,Skoda,,Philipps-Universität Marburg,Analytics,TigerGraph,,Meditation,Gardening,Electronics
Dewayne Kitamura,Toyota,Volkswagen,BMW,Mercedes,Universität Stuttgart,NoSQL,Industry trends,Retail,Darts,Gardening,
Graig Wiatrowski,BMW,Opel,Porsche,Skoda,Universität Passau,NoSQL,Security,Cloud,Couch potatoing,Martial Arts,Horse riding
Beau Wueste,Lexus,Porsche,BMW,,Technische Universität München,Kubernetes,Security,,Chilling,Martial Arts,
Willia Dittrich,Tesla,Skoda,Microsoft,,Hochschule Esslingen,Security,Retail,GSQL,Hiking,Chilling,Robotics
Garth Weeter,Skoda,,,,Hochschule Landshut,NoSQL,,,Golf,Kayaking,Badminton
Lea Kussmaul,Lexus,BMW,,,Brand Academy - Hochschule für Design und Kommunikation,Big Data,GSQL,,Kite Boarding,Snowboarding,Skateboarding
Nichole Glander,Seat,Mercedes,,,Universität Passau,Big Data,Airline,,Marathon,Kayaking,Calligraphy
Retha Clippard,Seat,Volkswagen,,,Hochschule Rosenheim,Graph Databases,,,Playing music,,
Brianna Mccolgan,Audi,,,,Universität der Bundeswehr München,NoSQL,,,Fishing,Scuba Diving,
Kendall Halbershtam,Porsche,Tesla,,,Universität Augsburg,Big Data,Airline,Retail,Darts,,
Asley Wertz,Tesla,Seat,Volkswagen,Microsoft,Munich Business School,Automotive,Security,GSQL,Snowboarding,Kayaking,
Sheryll Rangnow,Opel,Tesla,,,Technische Universität Braunschweig,Analytics,,,Golf,Rafting,
Roseann Binette,Volkswagen,Porsche,Microsoft,,Universität München,Future trends,Automotive,,Couch potatoing,Fishing,Robotics
Yer Conales,TigerGraph,Mercedes,,,Beuth Hochschule für Technik Berlin,Cloud,AI,Airline,Playing music,Car Racing,
Melissa Nagengast,Seat,Porsche,Audi,,Hochschule für angewandte Wissenschaften München,Analytics,Big Data,Retail,Electronics,TV watching,
Chantel Babineau,Toyota,,,,Universität Würzburg,Automotive,GSQL,,Dog walking,Gardening,Fencing
Levi Bouvier,Volkswagen,,,,Universität Würzburg,Kubernetes,Airline,Automotive,Kite Boarding,TV watching,
Deb Tonozzi,BMW,,,,Universität Stuttgart,TigerGraph,Retail,,Snowboarding,Geocaching,
Dominick Fehl,Audi,,,,Hochschule Landshut,Analytics,,,Hunting,,
Tara Caplin,Lexus,Skoda,,,Beuth Hochschule für Technik Berlin,Cloud,Security,NoSQL,Hiking,Car Racing,
Sheryll Decook,Volkswagen,Skoda,,,Universität Augsburg,Security,,,Paragliding,Bicycling,Cooking
Kendall Radom,TigerGraph,,,,Universität Freiburg,Analytics,Graph Databases,,Stamp Collecting,,
Sheryl Strackbein,Tesla,Opel,BMW,Audi,Frankfurt University of Applied Sciences,Future trends,,,Photography,Train Spotting,Aeromodeling
Karan Justinger,Skoda,,,,Hochschule für angewandte Wissenschaften München,Analytics,Big Data,Security,Couch potatoing,Baseball,Cooking
Huong Lizarda,Seat,Lexus,,,Universität Würzburg,Future trends,GSQL,,Golf,,
Judith Shambaugh,BMW,Audi,Skoda,Tesla,Universität München,Industry trends,,,Photography,Badminton,TV watching
Florida Detore,Lexus,BMW,Mercedes,,Technische Universität Darmstadt,AI,Industry trends,,Dog walking,Aeromodeling,TV watching
Hoyt Anis,Opel,Lexus,BMW,,Munich Business School,Automotive,Retail,GSQL,Basketball,Sailing,Robotics
Alline Ehlers,Volkswagen,Microsoft,,,Technische Hochschule Mittelhessen,Airline,,,Photography,Fencing,
Luvenia Borsh,Volkswagen,TigerGraph,Tesla,,Technische Universität Darmstadt,Industry trends,Retail,,Snowboarding,,
Murray Schnackenberg,Toyota,,,,Universität Hamburg,NoSQL,Industry trends,,Aeromodeling,,
Dona Penalver,Toyota,Volkswagen,,,Brand Academy - Hochschule für Design und Kommunikation,TigerGraph,Security,GSQL,Parachuting,Stamp Collecting,Marathon
Major Behel,Audi,Volkswagen,BMW,,Universität Regensburg,Industry trends,GSQL,,Aeromodeling,,
Geoffrey Lineweaver,Seat,Volkswagen,TigerGraph,Tesla,Technische Universität Berlin,TigerGraph,Security,GSQL,Reading,,
Williams Betschman,Volkswagen,Porsche,Skoda,Audi,Universität Ulm,Analytics,AI,Future trends,Train Spotting,,
Elene Bankowski,Toyota,Opel,Volkswagen,Seat,Hochschule Landshut,Big Data,Industry trends,,Darts,,
Xuan Ohanesian,Mercedes,TigerGraph,BMW,Tesla,Hochschule Esslingen,AI,Airline,Automotive,Chilling,Fishing,Astronomy
Georgiann Haverly,Volkswagen,Lexus,TigerGraph,Mercedes,Technische Universität Braunschweig,Security,,,Relaxing,Robotics,
Tiana Gard,Toyota,Skoda,Volkswagen,BMW,Universität Freiburg,Kubernetes,Industry trends,TigerGraph,Playing music,,
Janise Dunfee,BMW,,,,Technische Universität Darmstadt,Automotive,,,Hiking,Horse riding,
Darin Ludd,BMW,Mercedes,,,Hochschule für angewandte Wissenschaften München,Analytics,AI,,Skateboarding,Fencing,
Janette Shekarchi,Opel,Lexus,Mercedes,,Universität Würzburg,AI,Airline,GSQL,Relaxing,Electronics,Fencing
Linsey Herrea,Tesla,Audi,BMW,Microsoft,Goethe-Universität Frankfurt am Main,Security,,,Kite Boarding,,
Angila Thormaehlen,Toyota,Opel,Volkswagen,,Leibniz-Fachhochschule,Retail,,,Fencing,,
Lorraine Obergfell,TigerGraph,,,,Technische Hochschule Mittelhessen,Cloud,Big Data,Industry trends,Rafting,Robotics,Badminton
Lilla Morasca,Seat,Audi,Lexus,Opel,Leibniz-Fachhochschule,Kubernetes,Industry trends,Big Data,Cooking,Kite Boarding,Martial Arts
Candance Ahlberg,Toyota,Seat,Mercedes,,Fachhochschule Dortmund,Cloud,,,Motorcycles,Tennis,Stamp Collecting
Jeannetta Patchen,Tesla,,,,Universität Ulm,Big Data,TigerGraph,Retail,TV watching,,
Edmund Serva,Porsche,Volkswagen,,,Universität Ulm,Kubernetes,Industry trends,GSQL,Photography,Snowboarding,Bicycling
Margit Hoben,BMW,Skoda,,,FernUniversität in Hagen,Kubernetes,Automotive,Big Data,Gardening,Dancing,
Keitha Sieverding,Seat,Opel,Volkswagen,Tesla,Universität Passau,Analytics,Airline,Cloud,Bowling,Rafting,
Darby Marsella,Volkswagen,Lexus,Porsche,Opel,Hochschule für angewandte Wissenschaften München,GSQL,,,Bowling,,
Silvana Chuppa,Lexus,Skoda,,,Frankfurt University of Applied Sciences,Cloud,GSQL,,Photography,Reading,TV watching
Jacqualine Koinzan,Volkswagen,Mercedes,,,Technische Universität Braunschweig,AI,,,Hiking,Fishing,
Adeline Marchal,Lexus,Porsche,,,Philipps-Universität Marburg,Automotive,Retail,,Couch potatoing,,
Norene Mathias,Seat,Volkswagen,Microsoft,,Leibniz-Fachhochschule,Big Data,Future trends,Retail,TV watching,,
Ardith Goodie,Seat,Lexus,Volkswagen,Mercedes,Goethe-Universität Frankfurt am Main,AI,Security,Retail,Cooking,Painting,
Dion Zesati,Toyota,Opel,Porsche,Mercedes,Universität Augsburg,AI,,,Tennis,Kayaking,
Shelby Gogerty,Opel,Porsche,Tesla,,Heinrich-Heine-Universität Düsseldorf,Industry trends,Future trends,GSQL,Darts,Dancing,Traveling
Yolande Holes,Volkswagen,Mercedes,,,Fachhochschule Dortmund,NoSQL,TigerGraph,Future trends,Football,Snowboarding,
Dannie Lawver,Tesla,,,,Hochschule Esslingen,Graph Databases,GSQL,,Paragliding,Reading,Kayaking
Laurence Pinnock,Seat,,,,Fachhochschule Aachen,Security,,,Kite Boarding,Cooking,Mountain Biking
Karleen Moonen,BMW,Toyota,Skoda,,Heinrich-Heine-Universität Düsseldorf,Cloud,AI,Automotive,Martial Arts,Marathon,Rafting
Elena Cashmore,Seat,Volkswagen,TigerGraph,,Johannes Gutenberg-Universität Mainz,Big Data,Automotive,,Kite Boarding,Reading,
Diedre Carreras,Lexus,,,,Universität Leipzig,Cloud,Kubernetes,TigerGraph,Paragliding,,
Collin Drucker,Microsoft,Mercedes,,,Universität der Bundeswehr München,AI,Future trends,Big Data,Skiing,,
Gaston Misenheimer,Opel,Skoda,,,Zeppelin University,Analytics,Industry trends,,Mountain Biking,Geocaching,Meditation
